Plant Id,Plant Name,Entity Id,Entity Name,County,State,Latitude,Longitude
10,Greene County,195,Alabama Power Co,Greene,AL,32.6017,-87.7811
100,South Consolidated,16572,Salt River Project,Maricopa,AZ,33.466477,-111.7811
10002,ACE Cogeneration Facility,52,ACE Cogeneration Co,,,35.765767,-117.3836
10003,Colorado Energy Nations Company,19173,Colorado Energy Nations Company LLC,,,39.7606,-105.215
10003,Colorado Energy Nations Company,19173,Colorado Energy Nations Company LLC,Jefferson,CO,39.7606,-105.215
10004,Mosaic South Pierce Operations,9383,Mosaic Fertilizer LLC,Polk,FL,27.76522,-81.93879
10005,Dinosaur Point,9397,International Turbine Res Inc,,,37.0478,-121.1708
10008,Baptist Medical Center,1194,Baptist Memorial Hospital,,,30.314467,-81.66271
10008,Baptist Medical Center,1194,Baptist Memorial Hospital,Duval,FL,30.314467,-81.66271
1001,Cayuga,15470,"Duke Energy Indiana, LLC",Vermillion,IN,39.9242,-87.4244
10012,Covanta Warren Energy,4458,Covanta Warren Energy Resource Co LP,Warren,NJ,40.8205,-75.0112
10013,Covanta Hennepin Energy,4435,Covanta Energy Co,Hennepin,MN,44.9833,-93.28038
10014,Lucky Peak Power Plant Project,1932,Boise-Kuna Irrigation District,Ada,ID,43.528,-116.0583
10017,WestRock-West Point Mill,17465,WestRock-West Point Mill,King William,VA,37.5392,-76.8053
10018,Desert Peak Power Plant,34691,Ormat Nevada Inc,,,39.753999,-118.9535
10018,Desert Peak Power Plant,34691,Ormat Nevada Inc,Lyon,NV,39.753999,-118.9535
1002,Connersville,15470,"Duke Energy Indiana, LLC",,,39.6561,-85.1758
10020,Cutrale Citrus Juices USA I,4558,Cutrale Citrus Juices USA Inc,,,28.811828,-81.86527
10020,Cutrale Citrus Juices USA I,4558,Cutrale Citrus Juices USA Inc,Lake,FL,28.811828,-81.86527
10021,The Bellevue,1511,Bellevue Associates,,,39.949722,-75.165
10025,"RED-Rochester, LLC",5624,"RED-Rochester, LLC",,,43.1989,-77.6319
10025,"RED-Rochester, LLC",5624,"RED-Rochester, LLC",Monroe,NY,43.1989,-77.6319
10026,Encina Water Pollution Control,5901,Encina Joint Powers Authority,,,33.1165,-117.3215
10026,Encina Water Pollution Control,5901,Encina Joint Powers Authority,San Diego,CA,33.1165,-117.3215
10027,Windpark Unlimited 1,61279,"HH Management, LLC",Riverside,CA,33.9447,-116.6222
10028,Felt Hydroelectric Plant,3123,CDM Hydroelectric Co,Teton,ID,43.909653,-111.2854
10029,General Electric Aircraft Engines,7049,General Electric Aircraft Engines,,,42.45,-70.9739
10029,General Electric Aircraft Engines,7049,General Electric Aircraft Engines,Essex,MA,42.45,-70.9739
10030,NRG Energy Center Dover,7860,NRG Energy Center Dover LLC,Kent,DE,39.149549,-75.54734
10031,General Mills Operations Lodi,7175,General Mills Operations Inc,,,38.1425,-121.2994
10032,Powertrain Warren General Motors,7239,General Motors Corp-Warren,,,42.467677,-83.03921
10033,Greater Detroit Resource Recovery,15430,Detroit Renewable Power,Wayne,MI,42.3678,-83.0514
10034,Gilroy Power Plant,3028,Calpine Gilroy Cogen LP,Santa Clara,CA,37.0001,-121.5367
10036,Hillsborough Hosiery,56590,Silverstreet Hydro,Hillsborough,NH,43.11391,-71.894
10037,Siskiyou Forest Products,55767,Fred Duchi and Associates,,,40.523056,-122.3817
10039,John Deere Harvester Works,9788,John Deere Harvester Works Co,,,41.524315,-90.43659
1004,Edwardsport,15470,"Duke Energy Indiana, LLC",,,38.8067,-87.2472
1004,Edwardsport,15470,"Duke Energy Indiana, LLC",Knox,IN,38.8067,-87.2472
10042,Kaweah Delta District Hospital,10077,Kaweah Delta Hospital,,,36.3275,-119.2947
10042,Kaweah Delta District Hospital,10077,Kaweah Delta Hospital,Tulare,CA,36.3275,-119.2947
10043,Logan Generating Company LP,14932,US Operating Services Company,Gloucester,NJ,39.7928,-75.40667
10044,Schweitzer Mauduit International,16779,Schweitzer-Maudit Intl Inc,,,40.402778,-74.37556
10045,Kinsleys Landfill,10277,Kinsley's Landfill Inc,,,39.8217,-75.0914
10047,Orange County New York,7014,San Marcos Energy LLC,,,41.395277,-74.33306
10048,Central Utilities Plant LAX,10810,LAX Airport,,,33.943965,-118.4043
10049,Little Mac Project,54696,Little Mac Power Company,Twin Falls,ID,42.629637,-114.6616
1005,Markland,15470,"Duke Energy Indiana, LLC",Switzerland,IN,38.7795,-84.964
10050,Fourche Creek Wastewater,11079,Little Rock Wastewater Utility,,,34.6968,-92.165
10050,Fourche Creek Wastewater,11079,Little Rock Wastewater Utility,Pulaski,AR,34.6968,-92.165
10051,Lockville Hydropower,49753,"Brooks Energy, LLC",Chatham,NC,35.6184,-79.0912
10052,Fairhaven Power,54788,DG Fairhaven Power LLC,Humboldt,CA,40.7995,-124.2028
10053,Perma Treat Corporation,779,Perma Treat Corporation,,,45.5139,-68.3506
10058,General Electric Diesel Engine Plant,7075,General Electric Co,Mercer,PA,41.1694,-80.1055
10059,General Electric Great Falls Upper Hydro,7080,Aclara Meters LLC,Strafford,NH,43.2597,-70.8597
1006,Miami Wabash,15470,"Duke Energy Indiana, LLC",,,40.7884,-85.8178
10061,"Mars Wrigley Confectionery US, LLC",11401,"Mars Wrigley Confectionery US, LLC",WARREN,NJ,40.8625,-74.825
10062,Miami Dade County Resource Recovery Fac,50085,Covanta Southeast Florida Renewable Ltd,Miami Dade,FL,25.8356,-80.3566
10063,Derby Hydro,11943,McCallum Enterprises I LP,Fairfield,CT,41.324308,-73.10211
10066,Lockwood Hydroelectric Facility,12401,Merimil Ltd Partnership,Kennebec,ME,44.5467,-69.6292
1007,Noblesville,15470,"Duke Energy Indiana, LLC",Hamilton,IN,40.0969,-85.9714
10070,Foothills Hydro Plant,5164,Denver City & County-Foothills,Douglas,CO,39.4588,-105.0657
10071,Portsmouth Genco LLC,56217,Portsmouth Operating Services LLC,,,36.8702,-76.3529
10072,Engineered Carbons Borger Cogen,55727,Orion Engineered Carbons,Hutchinson,TX,35.66704,-101.432
10073,Lihue Plantation Ltd,11003,Lihue Plantation Co Ltd,,,21.978056,-159.3722
10074,Pulp Mill Power House,59191,Humboldt Bay Harbor Rec & Con Dist,,,40.8054,-124.1949
10075,Taconite Harbor Energy Center,12647,"ALLETE, Inc.",,,47.5314,-90.9114
10075,Taconite Harbor Energy Center,12647,"ALLETE, Inc.",Cook,MN,47.5314,-90.9114
1008,R Gallagher,15470,"Duke Energy Indiana, LLC",,,38.2636,-85.8381
1008,R Gallagher,15470,"Duke Energy Indiana, LLC",Floyd,IN,38.2636,-85.8381
10081,Strontia Springs Hydro Plant,5068,Denver City & County of,Douglas,CO,39.4326,-105.1263
10090,Commerce Refuse To Energy,11217,Los Angeles County Sanitation,,,33.9949,-118.1538
10091,Total Energy Facilities,11217,Los Angeles County Sanitation,,,33.7683,-118.2836
10091,Total Energy Facilities,11217,Los Angeles County Sanitation,Los Angeles,CA,33.7683,-118.2836
10093,Tesoro Hawaii,58553,PAR Petroleum,Honolulu,HI,21.303229,-158.0914
10097,Crozer Chester Medical Center,54825,Crozer Chester Medical Center,,,39.857222,-75.36778
10099,Pedricktown Cogeneration Company LP,50160,Pedricktown Cogeneration Company LP,Salem,NJ,39.7668,-75.4238
1010,Wabash River,15470,"Duke Energy Indiana, LLC",,,39.53,-87.4247
10108,Hampton Facility,6636,Foss Manufacturing Company LLC,,,42.9383,-70.8406
10108,Hampton Facility,6636,Foss Manufacturing Company LLC,Rockingham,NH,42.9383,-70.8406
10109,Franklin Industrial Complex,57280,Eagle Creek RE LLC,Merrimack,NH,43.446107,-71.64465
1011,Broadway (IN),17633,Southern Indiana Gas & Elec Co,,,37.969116,-87.60488
1011,Broadway (IN),17633,Southern Indiana Gas & Elec Co,Vanderburgh,IN,37.969116,-87.60488
10110,Frito-Lay Cogen Plant,15743,Frito-Lay Inc,Kern,CA,35.395063,-119.3216
10111,DTE Pontiac North LLC,56398,DTE Pontiac North LLC,,,42.660324,-83.29831
10113,John B Rich Memorial Power Station,7199,Gilberton Power Co,Schuylkill,PA,40.7903,-76.1983
10114,Goodyear Power Plant,7392,Goodyear Tire & Rubber Co,,,40.903056,-81.30222
10115,Grossmont Hospital,7726,Sharp Grossmont Hospital,,,32.77973,-117.0064
10115,Grossmont Hospital,7726,Sharp Grossmont Hospital,San Diego,CA,32.77973,-117.0064
10116,Hampshire Paper,9357,Hampshire Paper Co Inc,St Lawrence,NY,44.296544,-75.36645
10118,Harrisburg Facility,8181,Harrisburg Authority,,,40.244242,-76.85387
10118,Harrisburg Facility,8181,Harrisburg Authority,Dauphin,PA,40.244242,-76.85387
1012,F B Culley,17633,Southern Indiana Gas & Elec Co,,,37.9111,-87.3275
1012,F B Culley,17633,Southern Indiana Gas & Elec Co,Warrick,IN,37.9111,-87.3275
10120,PInova Inc,8486,PInova Inc,,,31.164772,-81.47872
10120,PInova Inc,8486,PInova Inc,Glynn,GA,31.164772,-81.47872
10121,High Shoals Hydro (GA),8596,High Shoals Hydro,Morgan,GA,33.816547,-83.50493
10122,CIP II/AR Bridgewater Holdings - NJCOE,59069,CIP II/AR Bridgewater Holdings LLC,,,40.624,-74.634
10122,CIP II/AR Bridgewater Holdings - NJCOE,59069,CIP II/AR Bridgewater Holdings LLC,Somerset,NJ,40.624,-74.634
10123,Hoffmann LaRoche,60557,"PB Nutclif Master, LLC",,,40.8359,-74.155
10123,Hoffmann LaRoche,60557,"PB Nutclif Master, LLC",Essex,NJ,40.8359,-74.155
10124,Hollow Dam Power Partnership,59136,Ampersand Hollow Dam Hydro LLC,St Lawrence,NY,44.296453,-75.33614
10125,Honeywell Farms,8758,Honeywell Farm Inc,,,40.69728,-73.79978
10128,Gosselin Hydro Plant,8787,Humboldt Bay Mun Water Dist,Trinity,CA,40.37,-123.4347
10129,Indiana University of Pennsylvania,9335,Indiana University of Penn,Indiana,PA,40.6144,-79.1594
1013,Northeast (IN),17633,Southern Indiana Gas & Elec Co,Vanderburgh,IN,38.0211,-87.5172
10136,Fort Bend Utilities,22225,Imperial Sugar Co,,,29.620556,-95.63306
10137,Deweys Mill,9093,Hydro Energies Inc,Windsor,VT,43.6411,-72.4061
10138,South Dry Creek Hydro,9370,Hydrodynamics Inc,Carbon,MT,45.206341,-109.1652
10139,Isabella Hydro Project,9439,Isabella Partners,Kern,CA,35.6439,-118.4822
10140,Birch Creek Power,1751,Birch Power Co,Clark,ID,44.027444,-112.7194
10143,Colver Power Project,9379,"Inter-Power/AhlCon Partners, L.P.",Cambria,PA,40.55,-78.8
10144,Sierra Pacific Lincoln Facility,17164,Sierra Pacific Industries Inc,,,38.9032,-121.3097
10144,Sierra Pacific Lincoln Facility,17164,Sierra Pacific Industries Inc,Placer,CA,38.9032,-121.3097
10148,White Pine Electric Power,1951,White Pine Electric Power LLC,,,46.7644,-89.5669
10148,White Pine Electric Power,1951,White Pine Electric Power LLC,Ontonagon,MI,46.7644,-89.5669
10149,Decorative Panels Intl,49967,"Decorative Panels International, Inc.",Alpena,MI,45.062836,-83.42333
10151,Grant Town Power Plant,563,American Bituminous Power LP,Marion,WV,39.561831,-80.16314
10152,Warrior Ridge Hydro,503,American Hydro Power Company,Huntingdon,PA,40.540042,-78.03463
10154,Power Island,54769,INEOS USA LLC,Brazoria,TX,29.2293,-95.1952
10155,Brasfield,756,Appomattox River Associates LP,Chesterfield,VA,37.220833,-77.5245
10156,Fresno Cogen Partners,20323,"Wellhead Energy, LLC",,,36.617022,-120.0998
10156,Fresno Cogen Partners,20323,"Wellhead Energy, LLC",Fresno,CA,36.617022,-120.0998
10157,Asbury Park Press,900,Asbury Park Press Inc,,,40.2233,-74.09
10159,Apogee Technology Inc,57209,Apogee Technology Inc,,,40.512778,-79.80083
1016,Butler-Warner Generation Plant,6235,Fayetteville Public Works Commission,Cumberland,NC,35.0986,-78.8294
10162,Whitewater Hydro Plant,5093,Desert Water Agency,Riverside,CA,33.934725,-116.6405
10165,Worcester Energy,12971,Worcester Energy Partners Inc,,,44.7353,-68.0325
10167,Seadrift Coke LP,54705,Seadrift Coke L P,Calhoun,TX,28.513929,-96.79415
10168,Cardinal Cogen,3030,Cardinal Cogen Inc,,,37.429848,-122.1763
10169,Carson Cogeneration,3084,Carson Cogeneration Co,Los Angeles,CA,33.8759,-118.2491
10171,5 in 1 Dam Hydroelectric,3213,Cedar Rapids Hydro Dam,,,41.979003,-91.67153
10173,Cherokee Falls,782,Aquenergy Systems Inc,Cherokee,SC,35.0642,-81.5458
10175,Childrens Hospital,3476,DTE San Diego COGEN Inc.,,,32.7992,-117.1517
10175,Childrens Hospital,3476,DTE San Diego COGEN Inc.,San Diego,CA,32.7992,-117.1517
10176,M Street Jet,11724,Massachusetts Bay Trans Auth,Suffolk,MA,42.339387,-71.03141
10178,Memphis Hardwood Flooring,55915,Cascades Tissue Group,,,35.183889,-90.03833
10179,Merrimac Paper,12339,Merrimac Paper Co Inc,,,42.700278,-71.16333
10180,Metro Wastewater Reclamation District,19068,"Colorado Energy Nations Company, LLC",Denver,CO,39.8078,-104.9542
10181,Metropolitan Sewerage District,12374,Metropolitan Sewerage District,Buncombe,NC,35.6497,-82.5992
10183,Mine Falls Generating Station,57280,Eagle Creek RE LLC,Hillsborough,NH,42.750278,-71.50528
10184,Central Utility Plant,12632,Minnesota Mining & Mfg Co,Travis,TX,30.397351,-97.84259
10186,Anson Abenaki Hydros,57280,Eagle Creek RE LLC,,,44.7975,-69.8867
10186,Anson Abenaki Hydros,57280,Eagle Creek RE LLC,Somerset,ME,44.7975,-69.8867
10187,Engineered Carbons Echo Cogeneration,55727,Orion Engineered Carbons,Orange,TX,30.1525,-93.7206
10188,Cutrale Citrus Juices USA II,4558,Cutrale Citrus Juices USA Inc,,,28.05485,-81.79817
10188,Cutrale Citrus Juices USA II,4558,Cutrale Citrus Juices USA Inc,Polk,FL,28.05485,-81.79817
10190,Castleton Energy Center,60741,Fortistar Castleton Power,Rensselaer,NY,42.5375,-73.7433
10191,Tehachapi Wind Resource I,2719,CalWind Resources Inc,Kern,CA,35.060556,-118.3897
10194,Hawaii Cogen,3453,Island Energy Services,Honolulu,HI,21.311667,-158.1139
10195,CF Industries Yazoo City Complex,50122,CF Industries Nitrogen LLC,Yazoo,MS,32.90411,-90.3781
10196,Moose River,60023,EONY Generation Limited,Lewis,NY,43.610664,-75.34133
10197,Philadlephia,60023,EONY Generation Limited,Jefferson,NY,44.158611,-75.70878
10198,Mosaic Phosphates Uncle Sam,9436,Mosaic Phosphates Co.,,,30.038649,-90.82831
10198,Mosaic Phosphates Uncle Sam,9436,Mosaic Phosphates Co.,St James,LA,30.038649,-90.82831
10199,West Ford Flat Power Plant,7160,Geysers Power Co LLC,,,38.7881,-122.7219
1020,Manti Lower,11588,City of Manti - (UT),Sanpete,UT,39.255911,-111.6215
10202,Fernandina Beach Mill,9686,"WestRock, Fernandina Beach",,,30.681823,-81.45541
10202,Fernandina Beach Mill,9686,"WestRock, Fernandina Beach",Nassau,FL,30.681823,-81.45541
10203,Valero Refinery Corpus Christi East,19685,Valero Refining Co,,,27.8114,-97.4442
10204,Mosaic Co Tampa Facility,3102,Mosaic Company,Hillsborough,FL,27.8605,-82.3903
10205,Mosaic Co Greenbay,3102,Mosaic Company,,,27.845,-81.90972
10206,Loma Linda University Cogen,11161,Loma Linda University,,,34.050391,-117.2484
10206,Loma Linda University Cogen,11161,Loma Linda University,San Bernardino,CA,34.050391,-117.2484
10207,Ashland Inc,56327,Ashland Inc,,,39.4261,-91.0258
10208,Escanaba Mill,55867,Verso Escanaba LLC,Delta,MI,45.8044,-87.0891
10211,2 AC Station,56150,ArcelorMittal USA Inc,,,41.662778,-87.44444
10213,El Segundo Cogen,3452,Chevron USA Inc-El Segundo,Los Angeles,CA,33.9058,-118.4031
10214,Lower Saranac Hydroelectric Facility,11270,Lower Saranac Hydro Partner LP,Clinton,NY,44.6694,-73.5075
10215,Snowbird Power Plant,20712,Snowbird Corporation,Salt Lake,UT,40.58337,-111.6539
10216,Alabama River Pulp,57356,Alabama River Cellulose LLC,Monroe,AL,31.5825,-87.4889
10218,Warrensburg Hydroelectric,55754,Boralex Hydro Operations Inc,Warren,NY,43.4833,-73.7986
10219,Middle Falls Hydro,55754,Boralex Hydro Operations Inc,Washington,NY,43.098711,-73.52527
10220,Sissonville Hydro,55754,Boralex Hydro Operations Inc,St Lawrence,NY,44.685589,-75.00287
10221,New York State Dam Hydro,55754,Boralex Hydro Operations Inc,Saratoga,NY,42.781779,-73.6961
10222,Tulare Success Power Project,11278,Lower Tule River Irrgtn Dist,Tulare,CA,36.058635,-118.9241
10223,AG Processing Inc,109,Ag Processing Inc,,,42.665941,-93.90261
10224,Merck Rahway Power Plant,12311,Merck & Co Inc,,,40.615616,-74.26529
10224,Merck Rahway Power Plant,12311,Merck & Co Inc,Union,NJ,40.615616,-74.26529
1023,Bluffton,1896,City of Bluffton - (IN),,,40.735278,-85.16722
10232,Hutzel Hospital,9109,Hutzel Hospital,,,42.3578,-83.0578
10233,Leaf River Cellulose LLC,50133,Leaf River Cellulose LLC,Perry,MS,31.2434,-89.0456
10234,Biron Mill,60660,Catalyst Paper - Biron Mill,Wood,WI,44.43,-89.78
10235,Ford Motor Co Rawsonville Plant,6538,Ford Motor Co,,,42.2028,-83.555
10237,Diana Hydroelectric,60023,EONY Generation Limited,Lewis,NY,44.151944,-75.32173
10238,Dolgeville Hydro,60023,EONY Generation Limited,Herkimer,NY,43.090635,-74.76696
1024,Crawfordsville Power Plant,59774,Crawfordsville Energy LLC,Montgomery,IN,40.048889,-86.8992
10243,Ticona Polymers Inc,3432,Ticona Polymers Inc,,,27.5697,-97.8228
10243,Ticona Polymers Inc,3432,Ticona Polymers Inc,Nueces,TX,27.5697,-97.8228
10244,P H Glatfelter Co -Chillicothe Facility,61723,Pixelle Specialty Solutions LLC,Ross,OH,39.324611,-82.97404
10245,ArcelorMittal Burns Harbor,56147,ArcelorMittal Burns Harbor Inc,Porter,IN,41.635,-87.1387
10250,Bay County Waste to Energy,23330,Bay County Board-County Comm,Bay,FL,30.266057,-85.52067
10251,Los Angeles Cold Storage,11262,Los Angeles Cold Storage,,,34.044722,-118.2386
10252,Domtar Kingsport Mill,55849,Domtar Paper Co LLC Kingsport Mill,,,36.5489,-82.5667
10252,Domtar Kingsport Mill,55849,Domtar Paper Co LLC Kingsport Mill,Sullivan,TN,36.5489,-82.5667
10253,Haypress,56531,EIF Haypress LLC,Sierra,CA,39.565677,-120.5817
10255,West Enfield Hydro,59178,"Brookfield Black Bear Hydro, LLC",Penobscot,ME,45.2497,-68.6483
10258,Haw River Hydro,4980,Haw River Hydro Co,Alamance,NC,35.9483,-79.3244
10261,Enterprise Products Operating,29925,Enterprise Products Optg LP,Chambers,TX,29.8247,-94.9197
10262,California Institute of Technology,2848,California Institute-Technology,,,34.138467,-118.1256
10262,California Institute of Technology,2848,California Institute-Technology,Los Angeles,CA,34.138467,-118.1256
10275,Florida's Natural Growers,3662,Citrus World Inc,Polk,FL,27.9114,-81.6006
10276,Clement Dam Hydro LLC,57280,Eagle Creek RE LLC,Belknap,NH,43.440538,-71.59598
10279,Kansas River Project,2048,Bowersock Mills & Power Co,Douglas,KS,38.974022,-95.23508
10280,Central Plant,1947,Bob Jones University,,,34.871811,-82.36604
10280,Central Plant,1947,Bob Jones University,GREENVILLE,SC,34.871811,-82.36604
10282,Big Creek Water Works,1678,Big Creek Water Works Ltd,Trinity,CA,40.646733,-123.498
10284,Pharmacia,14966,Pharmacia Corp,,,40.7125,-74.97028
10285,Townsend Hydro,1528,Beaver Falls Municipal Auth,Beaver,PA,40.733545,-80.3148
10286,Cornell Hydro,4386,Cornell Hydro,Tompkins,NY,42.451922,-76.48509
10287,Beowawe Power,2782,Terra-Gen Operating Company,Lander,NV,40.5547,-116.6175
10288,Big Valley Power LLC,56497,Big Valley Power (BVP) LLC,Lassen,CA,41.1325,-121.1372
10290,Bridgewater Power LP,2226,Bridgewater Power Co LP,Grafton,NH,43.7155,-71.6585
10294,King City Power Plant,2938,Calpine King City Cogen LLC,Monterey,CA,36.225,-121.1278
10296,South Forks Hydro,17627,South Forks Joint Venture,Twin Falls,ID,42.4937,-114.3102
10297,Baton Rouge Plant,55800,Lion Copolymer LLC,,,30.501111,-91.1725
10298,Bayou Cogen Plant,327,Air Liquide Large Industries U S LP,,,29.6225,-95.0458
10298,Bayou Cogen Plant,327,Air Liquide Large Industries U S LP,Harris,TX,29.6225,-95.0458
10300,Desert View Power,3998,Desert View Power Inc,Riverside,CA,33.586,-116.0873
10301,Louisiana Sugar Refining,57145,Louisiana Sugar Refining LLC,,,30.0497,-90.6839
10301,Louisiana Sugar Refining,57145,Louisiana Sugar Refining LLC,St James,LA,30.0497,-90.6839
10302,Juniata Locomotive Shop,13657,Norfork Southern Corp,,,40.533299,-78.38413
10302,Juniata Locomotive Shop,13657,Norfork Southern Corp,Blair,PA,40.533299,-78.38413
10305,Dutchess Cnty Resource Recovery Facility,12834,Dutchess County RRA,Dutchess,NY,41.647,-73.943
10307,Bellingham Cogeneration Facility,21970,Northeast Energy Associates LP,Norfolk,MA,42.0925,-71.4833
10308,Sayreville Cogeneration Facility,22290,North Jersey Energy Assoc LP,Middlesex,NJ,40.439,-74.3444
10317,Baylor University Cogen,2255,Baylor University,,,31.550278,-97.12028
10319,Geismar,1182,BASF Corporation,Ascension,LA,30.2,-91
1032,Logansport,11142,City of Logansport - (IN),,,40.758858,-86.36029
10321,Lowland,10911,Lenzing Fibers Corp,,,36.126111,-83.1775
10323,Copper Dam Plant,6201,Farmer's Irrigation District,,,45.66523,-121.5238
10323,Copper Dam Plant,6201,Farmer's Irrigation District,Hood River,OR,45.66523,-121.5238
10324,Peters Drive Plant,6201,Farmer's Irrigation District,Hood River,OR,45.66764,-121.5485
10325,Mink Creek Hydro,6288,Mink Creek Hydro Entity,Franklin,ID,42.260844,-111.6656
10328,T B Simon Power Plant,12436,Michigan State University,Ingham,MI,42.7178,-84.4836
10333,Florida Power Development,3303,Florida Power Development,,,28.5819,-82.4311
10334,H Power,49846,Covanta Honolulu Resource Recovery,Honolulu,HI,21.300036,-158.0986
10338,Maine Energy Recovery,11517,Maine Energy Recovery Co,,,43.4961,-70.4531
10339,Southside Water Reclamation Plant,194,Albuquerque City of,Bernalillo,NM,35.016111,-106.6697
10342,Foster Wheeler Martinez,6659,Foster Wheeler Power Sys Inc,Contra Costa,CA,38.0244,-122.0589
10343,Foster Wheeler Mt Carmel Cogen,49889,Mount Carmel Cogen Inc,Northumberland,PA,40.811189,-76.45295
10344,Charleston Resource Recovery Facility,12823,Montenay Charleston RRI,,,32.843611,-79.95417
10346,Hillman Power LLC,8641,Hillman Power Co,Montmorency,MI,45.0688,-83.8932
10347,TMC LLC,56624,TMC LLC,,,30.501437,-83.87576
10349,Greenleaf 2 Power Plant,59879,Greenleaf Energy LLC,Sutter,CA,39.1365,-121.6397
10350,Greenleaf 1 Power Plant,59879,Greenleaf Energy LLC,Sutter,CA,39.052922,-121.6961
10354,ReEnergy Livermore Falls,57432,ReEnergy Livermore Falls,Androscoggin,ME,44.431667,-70.1619
10356,ReEnergy Ashland,1981,ReEnergy Ashland LLC,Aroostook,ME,46.6334,-68.4361
10360,Consumer Operations LLC,55919,Georgia-Pacific Consumer Oper. Green Bay LLC,,,44.4936,-88.0303
10360,Consumer Operations LLC,55919,Georgia-Pacific Consumer Oper. Green Bay LLC,Brown,WI,44.4936,-88.0303
10361,Savannah River Mill,7127,Georgia-Pacific Consr Prods LP-Savannah,Effingham,GA,32.331274,-81.2015
10362,Muskogee Mill,6589,Georgia-Pacific Consumer Operations LLC,Muskogee,OK,35.7322,-95.2939
10367,East Third Street Power Plant,7840,"GWF Power Systems, L.P.",,,38.030597,-121.8702
10368,Loveridge Road Power Plant,7840,"GWF Power Systems, L.P.",,,38.016169,-121.8603
10369,Wilbur West Power Plant,7840,"GWF Power Systems, L.P.",,,38.011659,-121.7808
1037,Peru (IN),14839,City of Peru - (IN),,,40.7551,-86.0575
1037,Peru (IN),14839,City of Peru - (IN),Miami,IN,40.7551,-86.0575
10370,Wilbur East Power Plant,7840,"GWF Power Systems, L.P.",,,38.010915,-121.756
10371,Nichols Road Power Plant,7840,"GWF Power Systems, L.P.",,,38.04352,-121.9875
10373,Hanford,8032,Hanford L.P.,,,36.269895,-119.6485
10376,Entenmanns Cogeneration Facility,49906,George Weston Bakeries,,,41.906944,-87.91861
10377,James River Genco LLC,61138,City Point Energy Center,Hopewell City,VA,37.2939,-77.2697
10378,CPI USA NC Southport,58209,CPI USA NC Southport LLC,Brunswick,NC,33.944384,-78.01182
10379,CPI USA NC Roxboro,58210,CPI USA NC Roxboro LLC,Person,NC,36.435,-78.9619
1038,Rensselaer City Light Plant,15860,City of Rensselaer - (IN),,,40.939528,-87.15447
1038,Rensselaer City Light Plant,15860,City of Rensselaer - (IN),Jasper,IN,40.939528,-87.15447
10380,Elizabethtown Power LLC,59621,North Carolina Renewable Power,Bladen,NC,34.647155,-78.64151
10381,Coastal Carolina Clean Power,54889,Carlyle/Riverstone Renewable Energy,,,35.0217,-77.8583
10382,Lumberton,59593,NC Renewable Power - Lumberton LLC,Robeson,NC,34.59,-78.9968
10384,Edgecombe Genco LLC,55739,Edgecombe Operating Services LLC,Edgecombe,NC,36.037318,-77.75335
10386,San Marcos Energy,7014,San Marcos Energy LLC,,,33.0947,-117.0294
10387,Sycamore Energy 1,57223,Sycamore Energy 1 LLC,,,32.857709,-117.0288
10387,Sycamore Energy 1,57223,Sycamore Energy 1 LLC,San Diego,CA,32.857709,-117.0288
10388,GRS Newby I,25049,Gas Recovery Systems Inc,,,37.4567,-121.9419
10389,GRS Newby II,57238,Newby Island II LLC,,,37.4567,-121.9419
10390,Guadalupe Power Plant,57239,Guadalupe Power LLC,,,37.2147,-121.9019
10391,GRS Menlo Park,57240,Marsh Road Power LLC,,,37.4944,-122.1694
10392,GRS American Canyon,25049,Gas Recovery Systems Inc,,,38.1419,-122.2439
10395,GRS Coyote Canyon,57242,Coyote Canyon Energy LLC,,,33.613,-117.8219
10397,ArcelorMittal Indiana Harbor West,56165,ArcelorMittal Indiana Harbor West,Lake,IN,41.663765,-87.45233
10398,Arcelormittal Cleveland Inc,9454,ArcelorMittal Cleveland Inc,Cuyahoga,OH,41.4739,-81.6728
104,J S Eastwood,17609,Southern California Edison Co,Fresno,CA,37.147926,-119.2567
1040,Whitewater Valley,15989,City of Richmond - (IN),Wayne,IN,39.8028,-84.8953
10400,Little Company of Mary Hospital,11068,Little Co of Mary Hospital,,,41.72086,-87.692
10401,Pepeekeo Power Plant,8634,Hilo Coast Processing Co,,,19.845556,-155.0875
10403,Laidlaw Energy & Environmental,50099,Laidlaw Energy Group Inc.,,,42.29,-77.33806
10405,Kingsburg Cogen,10337,KES Kingsburg LP,Fresno,CA,36.5397,-119.5794
10406,Alsip Paper Condominium Association,404,Alsip Paper Condominium Assn,,,41.666667,-87.73333
10408,Clark University,3692,Clark University,,,42.2508,-71.8226
10408,Clark University,3692,Clark University,Worcester,MA,42.2508,-71.8226
10412,Kalaheo Hydro,11936,McBryde Sugar Co Ltd,,,21.936075,-159.5286
10412,Kalaheo Hydro,11936,McBryde Sugar Co Ltd,Kauai,HI,21.936075,-159.5286
10413,Wainiha Hydro,11936,McBryde Sugar Co Ltd,Kauai,HI,22.196292,-159.5561
10416,Pensacola Florida Plant,56600,Ascend Performance Materials LLC,Escambia,FL,30.5958,-87.2525
10417,Indian Orchard Plant 1,39878,Solutia Inc-Indian,Hampden,MA,42.156898,-72.52415
10418,Ascend Performance Materials Texas Inc.,56488,Ascend Performance Materials,,,29.2558,-95.2103
